Query.Sequence,Reference.Sequence,ANI.match,Aligned.orthologous.sequences,Total.sequence.fragments
31_bin.18,44_bin.41,99.2189,815,1099
31_bin.18,44_bin.50,76.5407,231,1099
31_bin.18,45_bin.16,75.3229,72,1099
31_bin.18,46_bin.21,76.5621,240,1099
31_bin.18,46_bin.56,79.6473,312,1099
31_bin.18,46_bin.59,76.1507,81,1099
31_bin.18,46_bin.73,76.4762,166,1099
31_bin.18,47_bin.13,76.469,168,1099
31_bin.18,47_bin.30,76.5462,200,1099
31_bin.18,47_bin.61,99.6901,1035,1099
31_bin.18,47_bin.64,75.8559,69,1099
31_bin.18,48_bin.50,76.5265,238,1099
31_bin.18,48_bin.65,99.6949,1010,1099
31_bin.18,49_bin.10,76.6537,223,1099
31_bin.18,49_bin.68,75.791,75,1099
31_bin.18,49_bin.94,78.539,326,1099
31_bin.18,50_bin.1,75.5169,63,1099
31_bin.4,11_bin.53,76.2883,212,1320
31_bin.4,21_bin.10,81.7097,322,1320
31_bin.4,21_bin.47,99.7801,1170,1320
31_bin.4,22_bin.14,99.6887,1195,1320
31_bin.4,22_bin.5,76.8683,167,1320
31_bin.4,23_bin.50,99.6497,1187,1320
31_bin.4,24_bin.42,78.9392,455,1320
31_bin.4,24_bin.63,99.6906,1200,1320
31_bin.4,24_bin.64,76.301,277,1320
31_bin.4,25_bin.7,75.8406,94,1320
31_bin.4,26_bin.35,75.5054,66,1320
31_bin.4,26_bin.9,99.8221,1203,1320
31_bin.4,27_bin.15,99.7977,1258,1320
31_bin.4,28_bin.46,76.4016,271,1320
31_bin.4,28_bin.47,99.7702,1219,1320
31_bin.4,29_bin.10,75.4309,62,1320
31_bin.4,29_bin.22,80.2698,639,1320
31_bin.4,29_bin.35,99.7645,1201,1320
31_bin.4,29_bin.53,76.6742,264,1320
31_bin.4,31_bin.18,76.3316,271,1320
31_bin.4,31_bin.4,99.9999,1308,1320
31_bin.4,32_bin.53,99.7353,1194,1320
31_bin.4,34_bin.29,99.7497,1199,1320
31_bin.4,34_bin.2,77.5163,291,1320
31_bin.4,34_bin.7,75.5906,60,1320
31_bin.4,36_bin.22,76.2362,210,1320
31_bin.4,36_bin.32,75.2477,57,1320
31_bin.4,36_bin.39,99.7715,1202,1320
31_bin.4,37_bin.57,99.735,1178,1320
31_bin.4,38_bin.9,99.7317,1201,1320
31_bin.4,39_bin.35,99.6353,1178,1320
31_bin.4,39_bin.46,76.3613,268,1320
31_bin.4,40_bin.5,75.6622,82,1320
31_bin.4,41_bin.32,99.7156,1195,1320
31_bin.4,41_bin.35,76.566,269,1320
31_bin.4,41_bin.37,75.4804,65,1320
31_bin.4,41_bin.38,75.7693,75,1320
31_bin.4,41_bin.76,76.0076,178,1320
31_bin.4,42_bin.21,99.7248,1166,1320
31_bin.4,42_bin.6,76.4109,265,1320
31_bin.4,43_bin.28,75.1863,55,1320
31_bin.4,43_bin.34,76.2681,273,1320
31_bin.4,43_bin.39,75.9927,199,1320
31_bin.4,43_bin.59,99.749,1184,1320
31_bin.4,44_bin.27,75.4778,64,1320
31_bin.4,44_bin.41,76.3199,236,1320
31_bin.4,44_bin.50,99.7279,1162,1320
31_bin.4,45_bin.16,75.8517,99,1320
31_bin.4,46_bin.21,99.7326,1198,1320
31_bin.4,46_bin.56,76.0367,184,1320
31_bin.4,46_bin.59,75.4774,54,1320
31_bin.4,46_bin.73,78.7698,465,1320
31_bin.4,47_bin.13,78.9051,472,1320
31_bin.4,47_bin.30,99.0916,926,1320
31_bin.4,47_bin.61,76.4301,273,1320
31_bin.4,47_bin.64,75.3028,50,1320
31_bin.4,48_bin.50,99.596,1138,1320
31_bin.4,48_bin.65,76.3729,264,1320
31_bin.4,49_bin.10,99.6728,1165,1320
31_bin.4,49_bin.68,75.4935,60,1320
31_bin.4,49_bin.94,76.1176,200,1320
31_bin.4,50_bin.1,75.7262,94,1320
32_bin.53,11_bin.53,76.1521,215,1283
32_bin.53,21_bin.10,81.2601,303,1283
32_bin.53,21_bin.47,99.7696,1133,1283
32_bin.53,22_bin.14,99.6735,1173,1283
32_bin.53,22_bin.5,76.9599,175,1283
32_bin.53,23_bin.50,99.669,1152,1283
32_bin.53,24_bin.42,79.1785,445,1283
32_bin.53,24_bin.63,99.6925,1183,1283
32_bin.53,24_bin.64,76.3073,265,1283
32_bin.53,25_bin.7,75.6947,93,1283
32_bin.53,26_bin.35,75.2399,66,1283
32_bin.53,26_bin.9,99.7747,1184,1283
32_bin.53,27_bin.15,99.829,1225,1283
32_bin.53,28_bin.46,76.4897,256,1283
32_bin.53,28_bin.47,99.7577,1190,1283
32_bin.53,29_bin.10,75.273,61,1283
32_bin.53,29_bin.22,80.3944,624,1283
32_bin.53,29_bin.35,99.7534,1170,1283
32_bin.53,29_bin.53,76.7285,252,1283
32_bin.53,31_bin.18,76.3813,265,1283
32_bin.53,31_bin.4,99.8117,1197,1283
32_bin.53,32_bin.53,100,1265,1283
32_bin.53,34_bin.29,99.6947,1165,1283
32_bin.53,34_bin.2,77.3784,284,1283
32_bin.53,34_bin.7,75.2751,62,1283
32_bin.53,36_bin.22,76.1368,201,1283
32_bin.53,36_bin.32,75.1365,55,1283
32_bin.53,36_bin.39,99.7738,1170,1283
32_bin.53,37_bin.57,99.7371,1155,1283
32_bin.53,38_bin.9,99.7296,1167,1283
32_bin.53,39_bin.35,99.6194,1143,1283
32_bin.53,39_bin.46,76.3945,259,1283
32_bin.53,40_bin.5,75.5592,84,1283
32_bin.53,41_bin.32,99.6707,1170,1283
32_bin.53,41_bin.35,76.4546,266,1283
32_bin.53,41_bin.37,75.2069,64,1283
32_bin.53,41_bin.38,75.8073,77,1283
32_bin.53,41_bin.76,76.1812,177,1283
32_bin.53,42_bin.21,99.6805,1152,1283
32_bin.53,42_bin.6,76.4675,260,1283
32_bin.53,43_bin.28,75.1868,52,1283
32_bin.53,43_bin.34,76.3487,257,1283
32_bin.53,43_bin.39,76.1373,197,1283
32_bin.53,43_bin.59,99.74,1165,1283
32_bin.53,44_bin.27,75.2065,64,1283
32_bin.53,44_bin.41,76.3395,228,1283
32_bin.53,44_bin.50,99.673,1133,1283
32_bin.53,45_bin.16,75.581,106,1283
32_bin.53,46_bin.21,99.7192,1159,1283
32_bin.53,46_bin.56,76.1461,175,1283
32_bin.53,46_bin.59,75.3108,56,1283
32_bin.53,46_bin.73,78.7769,467,1283
32_bin.53,47_bin.13,78.9058,479,1283
32_bin.53,47_bin.30,99.0136,918,1283
32_bin.53,47_bin.61,76.529,257,1283
32_bin.53,48_bin.50,99.5388,1118,1283
32_bin.53,48_bin.65,76.2122,256,1283
32_bin.53,49_bin.10,99.6414,1134,1283
32_bin.53,49_bin.68,75.1066,58,1283
32_bin.53,49_bin.94,76.22,202,1283
32_bin.53,50_bin.1,75.6212,97,1283
34_bin.28,11_bin.53,76.3755,65,863
34_bin.28,21_bin.10,76.5151,79,863
34_bin.28,22_bin.5,76.4779,56,863
34_bin.28,24_bin.64,76.4771,79,863
34_bin.28,28_bin.46,76.4272,79,863
34_bin.28,29_bin.53,76.4786,76,863
34_bin.28,31_bin.18,76.3047,81,863
34_bin.28,34_bin.28,100,848,863
34_bin.28,34_bin.2,76.4473,80,863
34_bin.28,36_bin.22,76.4114,64,863
34_bin.28,39_bin.46,76.3653,77,863
34_bin.28,41_bin.35,76.3864,80,863
34_bin.28,41_bin.76,76.2531,99,863
34_bin.28,42_bin.6,76.6657,80,863
34_bin.28,43_bin.34,76.5078,76,863
34_bin.28,43_bin.39,76.3115,104,863
34_bin.28,44_bin.41,76.489,69,863
34_bin.28,46_bin.56,76.4531,93,863
34_bin.28,47_bin.61,76.4871,80,863
34_bin.28,48_bin.65,76.5077,77,863
34_bin.28,49_bin.94,76.4564,99,863
34_bin.29,11_bin.53,76.1278,203,1273
34_bin.29,21_bin.10,81.5718,302,1273
34_bin.29,21_bin.47,99.758,1134,1273
34_bin.29,22_bin.14,99.6354,1170,1273
34_bin.29,22_bin.5,76.3042,162,1273
34_bin.29,23_bin.50,99.6266,1144,1273
34_bin.29,24_bin.42,78.806,434,1273
34_bin.29,24_bin.63,99.6892,1160,1273
34_bin.29,24_bin.64,76.323,251,1273
34_bin.29,25_bin.7,75.6024,92,1273
34_bin.29,26_bin.35,75.2872,55,1273
34_bin.29,26_bin.9,99.78,1167,1273
34_bin.29,27_bin.15,99.7941,1217,1273
34_bin.29,28_bin.46,76.4902,250,1273
34_bin.29,28_bin.47,99.7135,1181,1273
34_bin.29,29_bin.10,75.2905,52,1273
34_bin.29,29_bin.22,80.317,605,1273
34_bin.29,29_bin.35,99.7465,1180,1273
34_bin.29,29_bin.53,76.7279,247,1273
34_bin.29,31_bin.18,76.4733,245,1273
34_bin.29,31_bin.4,99.79,1197,1273
34_bin.29,32_bin.53,99.7309,1153,1273
34_bin.29,34_bin.29,100,1256,1273
34_bin.29,34_bin.2,77.4905,262,1273
34_bin.29,34_bin.7,75.2102,52,1273
34_bin.29,36_bin.22,76.156,194,1273
34_bin.29,36_bin.32,75.2266,59,1273
34_bin.29,36_bin.39,99.7571,1172,1273
34_bin.29,37_bin.57,99.7047,1155,1273
34_bin.29,38_bin.9,99.7167,1178,1273
34_bin.29,39_bin.35,99.6893,1153,1273
34_bin.29,39_bin.46,76.487,242,1273
34_bin.29,40_bin.5,75.4069,86,1273
34_bin.29,41_bin.32,99.7113,1174,1273
34_bin.29,41_bin.35,76.4835,245,1273
34_bin.29,41_bin.37,75.3013,54,1273
34_bin.29,41_bin.38,75.6997,69,1273
34_bin.29,41_bin.76,76.1865,158,1273
34_bin.29,42_bin.21,99.6948,1155,1273
34_bin.29,42_bin.6,76.4518,244,1273
34_bin.29,43_bin.34,76.3643,243,1273
34_bin.29,43_bin.39,76.3409,183,1273
34_bin.29,43_bin.59,99.7483,1161,1273
34_bin.29,44_bin.27,75.3231,53,1273
34_bin.29,44_bin.41,76.3689,214,1273
34_bin.29,44_bin.50,99.6987,1139,1273
34_bin.29,45_bin.16,75.5604,97,1273
34_bin.29,46_bin.21,99.7472,1162,1273
34_bin.29,46_bin.56,76.1129,167,1273
34_bin.29,46_bin.59,75.2759,51,1273
34_bin.29,46_bin.73,78.7524,455,1273
34_bin.29,47_bin.13,78.7069,482,1273
34_bin.29,47_bin.30,99.1182,915,1273
34_bin.29,47_bin.61,76.3887,244,1273
34_bin.29,48_bin.50,99.6421,1118,1273
34_bin.29,48_bin.65,76.3563,239,1273
34_bin.29,49_bin.10,99.7119,1137,1273
34_bin.29,49_bin.68,75.3984,54,1273
34_bin.29,49_bin.94,76.2656,176,1273
34_bin.29,50_bin.1,75.4991,100,1273
34_bin.2,11_bin.53,99.1201,752,1175
34_bin.2,21_bin.10,99.5459,1016,1175
34_bin.2,21_bin.47,77.6647,261,1175
34_bin.2,22_bin.14,77.6718,279,1175
34_bin.2,22_bin.5,98.6627,619,1175
34_bin.2,23_bin.50,77.779,287,1175
34_bin.2,24_bin.42,76.9027,184,1175
34_bin.2,24_bin.63,77.6174,283,1175
34_bin.2,24_bin.64,99.7313,1026,1175
34_bin.2,25_bin.7,75.6837,65,1175
34_bin.2,26_bin.35,75.972,87,1175
34_bin.2,26_bin.9,77.4785,275,1175
34_bin.2,27_bin.15,77.5959,287,1175
34_bin.2,28_bin.46,99.7341,1036,1175
34_bin.2,28_bin.47,77.543,283,1175
34_bin.2,29_bin.10,75.9579,86,1175
34_bin.2,29_bin.22,80.3381,270,1175
34_bin.2,29_bin.35,77.5829,277,1175
34_bin.2,29_bin.53,99.6743,1001,1175
34_bin.2,31_bin.18,99.7388,1024,1175
34_bin.2,31_bin.4,77.58,279,1175
34_bin.2,32_bin.53,77.4798,281,1175
34_bin.2,34_bin.28,76.5238,93,1175
34_bin.2,34_bin.29,77.5171,271,1175
34_bin.2,34_bin.2,100,1164,1175
34_bin.2,34_bin.7,76.2287,79,1175
34_bin.2,36_bin.22,99.151,771,1175
34_bin.2,36_bin.32,78.2733,79,1175
34_bin.2,36_bin.39,77.4576,281,1175
34_bin.2,37_bin.57,77.5911,272,1175
34_bin.2,38_bin.9,77.2936,264,1175
34_bin.2,39_bin.35,77.6033,270,1175
34_bin.2,39_bin.46,99.6352,1006,1175
34_bin.2,40_bin.5,75.4185,55,1175
34_bin.2,41_bin.32,77.4519,273,1175
34_bin.2,41_bin.35,99.7533,1035,1175
34_bin.2,41_bin.37,76.2069,83,1175
34_bin.2,41_bin.38,75.8487,86,1175
34_bin.2,41_bin.76,78.2955,302,1175
34_bin.2,42_bin.21,77.3854,276,1175
34_bin.2,42_bin.6,99.6873,1060,1175
34_bin.2,43_bin.28,75.7648,77,1175
34_bin.2,43_bin.34,99.7917,1063,1175
34_bin.2,43_bin.39,78.3603,347,1175
34_bin.2,43_bin.59,77.4606,273,1175
34_bin.2,44_bin.27,76.2548,80,1175
34_bin.2,44_bin.41,99.2842,842,1175
34_bin.2,44_bin.50,77.4262,267,1175
34_bin.2,45_bin.16,75.5323,68,1175
34_bin.2,46_bin.21,77.3649,277,1175
34_bin.2,46_bin.56,79.6444,327,1175
34_bin.2,46_bin.59,76.558,81,1175
34_bin.2,46_bin.73,76.7416,175,1175
34_bin.2,47_bin.13,76.7538,178,1175
34_bin.2,47_bin.30,77.5763,235,1175
34_bin.2,47_bin.61,99.7701,1066,1175
34_bin.2,47_bin.64,75.774,71,1175
34_bin.2,48_bin.50,77.5067,271,1175
34_bin.2,48_bin.65,99.7516,1041,1175
34_bin.2,49_bin.10,77.7106,259,1175
34_bin.2,49_bin.68,76.2443,78,1175
34_bin.2,49_bin.94,78.4713,346,1175
34_bin.2,50_bin.1,75.4802,71,1175
34_bin.7,11_bin.53,76.1187,57,1148
34_bin.7,21_bin.10,75.7827,82,1148
34_bin.7,21_bin.47,75.6167,53,1148
34_bin.7,22_bin.14,75.4968,60,1148
34_bin.7,23_bin.50,75.3498,58,1148
34_bin.7,24_bin.42,75.186,50,1148
34_bin.7,24_bin.63,75.5193,59,1148
34_bin.7,24_bin.64,75.966,72,1148
34_bin.7,26_bin.35,99.566,1064,1148
34_bin.7,26_bin.9,75.3313,60,1148
34_bin.7,27_bin.15,75.4915,63,1148
34_bin.7,28_bin.46,76.0628,75,1148
34_bin.7,28_bin.47,75.4372,65,1148
34_bin.7,29_bin.10,99.5467,1040,1148
34_bin.7,29_bin.22,75.262,66,1148
34_bin.7,29_bin.35,75.4478,64,1148
34_bin.7,29_bin.53,75.9713,73,1148
34_bin.7,31_bin.18,75.8945,74,1148
34_bin.7,31_bin.4,75.5228,60,1148
34_bin.7,32_bin.53,75.3143,62,1148
34_bin.7,34_bin.29,75.341,53,1148
34_bin.7,34_bin.2,76.1341,79,1148
34_bin.7,34_bin.7,99.9999,1127,1148
34_bin.7,36_bin.22,76.3936,58,1148
34_bin.7,36_bin.32,99.3428,950,1148
34_bin.7,36_bin.39,75.4983,60,1148
34_bin.7,37_bin.57,75.4322,64,1148
34_bin.7,38_bin.9,75.3498,55,1148
34_bin.7,39_bin.35,75.46,52,1148
34_bin.7,39_bin.46,76.0683,70,1148
34_bin.7,41_bin.32,75.383,56,1148
34_bin.7,41_bin.35,76.0131,70,1148
34_bin.7,41_bin.37,99.6394,1042,1148
34_bin.7,41_bin.38,77.8462,239,1148
34_bin.7,42_bin.21,75.3593,58,1148
34_bin.7,42_bin.6,76.082,72,1148
34_bin.7,43_bin.28,99.3312,920,1148
34_bin.7,43_bin.34,77.1327,75,1148
34_bin.7,43_bin.59,75.4809,61,1148
34_bin.7,44_bin.27,99.4674,1005,1148
34_bin.7,44_bin.41,76.1976,73,1148
34_bin.7,44_bin.50,75.3547,57,1148
34_bin.7,46_bin.21,75.4939,58,1148
34_bin.7,46_bin.59,99.5361,996,1148
34_bin.7,47_bin.30,75.3395,51,1148
34_bin.7,47_bin.61,77.1401,79,1148
34_bin.7,47_bin.64,99.1971,859,1148
34_bin.7,48_bin.50,75.4501,51,1148
34_bin.7,48_bin.65,76.078,71,1148
34_bin.7,49_bin.10,75.4513,57,1148
34_bin.7,49_bin.68,99.5445,998,1148
34_bin.7,49_bin.94,75.8225,59,1148
36_bin.22,11_bin.53,98.7694,635,826
36_bin.22,21_bin.10,99.4308,768,826
36_bin.22,21_bin.47,76.6264,181,826
36_bin.22,22_bin.14,76.2831,193,826
36_bin.22,22_bin.5,98.5012,538,826
36_bin.22,23_bin.50,76.4504,190,826
36_bin.22,24_bin.42,76.3997,130,826
36_bin.22,24_bin.63,76.3404,192,826
36_bin.22,24_bin.64,99.4908,772,826
36_bin.22,26_bin.35,76.1285,65,826
36_bin.22,26_bin.9,76.3831,192,826
36_bin.22,27_bin.15,76.3432,194,826
36_bin.22,28_bin.46,99.5392,787,826
36_bin.22,28_bin.47,76.3122,192,826
36_bin.22,29_bin.10,76.0821,65,826
36_bin.22,29_bin.22,76.9736,171,826
36_bin.22,29_bin.35,76.308,188,826
36_bin.22,29_bin.53,99.4248,771,826
36_bin.22,31_bin.18,99.5208,772,826
36_bin.22,31_bin.4,76.3676,189,826
36_bin.22,32_bin.53,76.284,185,826
36_bin.22,34_bin.28,76.6745,63,826
36_bin.22,34_bin.29,76.2979,186,826
36_bin.22,34_bin.2,99.6043,778,826
36_bin.22,34_bin.7,76.4141,58,826
36_bin.22,36_bin.22,100,814,826
36_bin.22,36_bin.32,75.7586,55,826
36_bin.22,36_bin.39,76.3164,193,826
36_bin.22,37_bin.57,76.3452,184,826
36_bin.22,38_bin.9,76.2416,186,826
36_bin.22,39_bin.35,76.2839,185,826
36_bin.22,39_bin.46,99.468,766,826
36_bin.22,41_bin.32,76.2493,186,826
36_bin.22,41_bin.35,99.5623,781,826
36_bin.22,41_bin.37,76.4009,63,826
36_bin.22,41_bin.38,76.2688,61,826
36_bin.22,41_bin.76,77.9667,229,826
36_bin.22,42_bin.21,76.2155,190,826
36_bin.22,42_bin.6,99.5342,796,826
36_bin.22,43_bin.28,76.0723,59,826
36_bin.22,43_bin.34,99.6215,791,826
36_bin.22,43_bin.39,78.0955,262,826
36_bin.22,43_bin.59,76.2105,188,826
36_bin.22,44_bin.27,76.2372,60,826
36_bin.22,44_bin.41,99.1811,697,826
36_bin.22,44_bin.50,76.2483,191,826
36_bin.22,45_bin.16,75.2633,54,826
36_bin.22,46_bin.21,76.2991,186,826
36_bin.22,46_bin.56,79.4376,265,826
36_bin.22,46_bin.59,76.1362,59,826
36_bin.22,46_bin.73,76.2951,129,826
36_bin.22,47_bin.13,76.6833,132,826
36_bin.22,47_bin.30,76.2561,163,826
36_bin.22,47_bin.61,99.597,795,826
36_bin.22,47_bin.64,75.7523,50,826
36_bin.22,48_bin.50,76.2917,184,826
36_bin.22,48_bin.65,99.6143,790,826
36_bin.22,49_bin.10,76.3373,181,826
36_bin.22,49_bin.68,76.3864,57,826
36_bin.22,49_bin.94,78.32,260,826
36_bin.22,50_bin.1,75.3366,51,826
36_bin.32,11_bin.53,78.2759,59,1154
36_bin.32,21_bin.10,78.1707,75,1154
36_bin.32,24_bin.64,78.1263,72,1154
36_bin.32,26_bin.35,99.6806,1064,1154
36_bin.32,28_bin.46,78.3635,72,1154
36_bin.32,29_bin.10,99.6753,1046,1154
36_bin.32,29_bin.22,75.3722,59,1154
36_bin.32,29_bin.53,77.1281,68,1154
36_bin.32,31_bin.18,77.7875,70,1154
36_bin.32,34_bin.2,78.246,76,1154
36_bin.32,34_bin.7,99.3712,952,1154
36_bin.32,36_bin.22,75.7294,50,1154
36_bin.32,36_bin.32,100,1141,1154
36_bin.32,39_bin.46,76.7284,66,1154
36_bin.32,41_bin.35,78.5917,69,1154
36_bin.32,41_bin.37,99.6264,1053,1154
36_bin.32,41_bin.38,77.7566,221,1154
36_bin.32,42_bin.6,78.2619,73,1154
36_bin.32,43_bin.28,99.3173,932,1154
36_bin.32,43_bin.34,78.5266,69,1154
36_bin.32,44_bin.27,99.5094,1011,1154
36_bin.32,44_bin.41,78.1726,64,1154
36_bin.32,46_bin.59,99.5482,1013,1154
36_bin.32,47_bin.61,78.1318,71,1154
36_bin.32,47_bin.64,99.2388,876,1154
36_bin.32,48_bin.65,78.3951,70,1154
36_bin.32,49_bin.68,99.5728,1009,1154
36_bin.39,11_bin.53,76.3482,208,1288
36_bin.39,21_bin.10,80.9965,304,1288
36_bin.39,21_bin.47,99.7128,1142,1288
36_bin.39,22_bin.14,99.6814,1166,1288
36_bin.39,22_bin.5,76.9234,173,1288
36_bin.39,23_bin.50,99.6736,1144,1288
36_bin.39,24_bin.42,79.003,460,1288
36_bin.39,24_bin.63,99.6586,1175,1288
36_bin.39,24_bin.64,76.4446,263,1288
36_bin.39,25_bin.7,75.7257,100,1288
36_bin.39,26_bin.35,75.7292,65,1288
36_bin.39,26_bin.9,99.7553,1184,1288
36_bin.39,27_bin.15,99.7817,1224,1288
36_bin.39,28_bin.46,76.6422,260,1288
36_bin.39,28_bin.47,99.745,1189,1288
36_bin.39,29_bin.10,75.7741,59,1288
36_bin.39,29_bin.22,80.3691,618,1288
36_bin.39,29_bin.35,99.7213,1184,1288
36_bin.39,29_bin.53,76.8809,255,1288
36_bin.39,31_bin.18,76.589,258,1288
36_bin.39,31_bin.4,99.7969,1196,1288
36_bin.39,32_bin.53,99.7362,1165,1288
36_bin.39,34_bin.29,99.7473,1176,1288
36_bin.39,34_bin.2,77.5023,281,1288
36_bin.39,34_bin.7,75.7826,61,1288
36_bin.39,36_bin.22,76.2559,206,1288
36_bin.39,36_bin.32,75.5547,57,1288
36_bin.39,36_bin.39,100,1273,1288
36_bin.39,37_bin.57,99.6537,1162,1288
36_bin.39,38_bin.9,99.721,1172,1288
36_bin.39,39_bin.35,99.6817,1144,1288
36_bin.39,39_bin.46,76.4306,260,1288
36_bin.39,40_bin.5,75.4151,92,1288
36_bin.39,41_bin.32,99.7128,1160,1288
36_bin.39,41_bin.35,76.6583,267,1288
36_bin.39,41_bin.37,75.7322,64,1288
36_bin.39,41_bin.38,75.9835,69,1288
36_bin.39,41_bin.76,76.3377,167,1288
36_bin.39,42_bin.21,99.6958,1153,1288
36_bin.39,42_bin.6,76.6251,260,1288
36_bin.39,43_bin.34,76.4733,261,1288
36_bin.39,43_bin.39,76.2549,194,1288
36_bin.39,43_bin.59,99.7004,1167,1288
36_bin.39,44_bin.27,75.6605,63,1288
36_bin.39,44_bin.41,76.4993,230,1288
36_bin.39,44_bin.50,99.669,1143,1288
36_bin.39,45_bin.16,75.6422,108,1288
36_bin.39,46_bin.21,99.7429,1163,1288
36_bin.39,46_bin.56,76.2682,181,1288
36_bin.39,46_bin.59,75.6703,56,1288
36_bin.39,46_bin.73,78.6653,471,1288
36_bin.39,47_bin.13,78.9056,478,1288
36_bin.39,47_bin.30,99.0834,920,1288
36_bin.39,47_bin.61,76.6086,266,1288
36_bin.39,48_bin.50,99.5706,1120,1288
36_bin.39,48_bin.65,76.3862,258,1288
36_bin.39,49_bin.10,99.6701,1136,1288
36_bin.39,49_bin.68,75.8582,58,1288
36_bin.39,49_bin.94,76.3782,195,1288
36_bin.39,50_bin.1,75.6619,100,1288
37_bin.57,11_bin.53,76.2722,198,1257
37_bin.57,21_bin.10,80.8305,300,1257
37_bin.57,21_bin.47,99.6847,1130,1257
37_bin.57,22_bin.14,99.6955,1144,1257
37_bin.57,22_bin.5,76.7949,169,1257
37_bin.57,23_bin.50,99.6123,1139,1257
37_bin.57,24_bin.42,79.0166,436,1257
37_bin.57,24_bin.63,99.6819,1139,1257
37_bin.57,24_bin.64,76.3694,258,1257
37_bin.57,25_bin.7,75.8688,88,1257
37_bin.57,26_bin.35,75.4789,63,1257
37_bin.57,26_bin.9,99.782,1162,1257
37_bin.57,27_bin.15,99.8023,1204,1257
37_bin.57,28_bin.46,76.4689,264,1257
37_bin.57,28_bin.47,99.7536,1175,1257
37_bin.57,29_bin.10,75.4329,61,1257
37_bin.57,29_bin.22,80.3401,606,1257
37_bin.57,29_bin.35,99.7575,1175,1257
37_bin.57,29_bin.53,76.4484,259,1257
37_bin.57,31_bin.18,76.3752,260,1257
37_bin.57,31_bin.4,99.8088,1172,1257
37_bin.57,32_bin.53,99.7038,1153,1257
37_bin.57,34_bin.29,99.7325,1154,1257
37_bin.57,34_bin.2,77.4661,286,1257
37_bin.57,34_bin.7,75.4399,64,1257
37_bin.57,36_bin.22,76.1968,198,1257
37_bin.57,36_bin.32,75.3679,56,1257
37_bin.57,36_bin.39,99.7698,1148,1257
37_bin.57,37_bin.57,100,1249,1257
37_bin.57,38_bin.9,99.7632,1167,1257
37_bin.57,39_bin.35,99.6986,1153,1257
37_bin.57,39_bin.46,76.2606,264,1257
37_bin.57,40_bin.5,75.5774,84,1257
37_bin.57,41_bin.32,99.7172,1158,1257
37_bin.57,41_bin.35,76.5309,260,1257
37_bin.57,41_bin.37,75.4347,63,1257
37_bin.57,41_bin.38,75.7063,78,1257
37_bin.57,41_bin.76,76.1829,173,1257
37_bin.57,42_bin.21,99.6792,1145,1257
37_bin.57,42_bin.6,76.5,259,1257
37_bin.57,43_bin.28,75.2667,52,1257
37_bin.57,43_bin.34,76.3697,259,1257
37_bin.57,43_bin.39,76.1505,196,1257
37_bin.57,43_bin.59,99.7165,1151,1257
37_bin.57,44_bin.27,75.4045,64,1257
37_bin.57,44_bin.41,76.4587,226,1257
37_bin.57,44_bin.50,99.6996,1125,1257
37_bin.57,45_bin.16,75.9118,99,1257
37_bin.57,46_bin.21,99.7601,1150,1257
37_bin.57,46_bin.56,76.1235,182,1257
37_bin.57,46_bin.59,75.3966,59,1257
37_bin.57,46_bin.73,78.7171,458,1257
37_bin.57,47_bin.13,78.9598,466,1257
37_bin.57,47_bin.30,99.114,916,1257
37_bin.57,47_bin.61,76.3843,256,1257
37_bin.57,47_bin.64,75.3572,53,1257
37_bin.57,48_bin.50,99.5608,1124,1257
37_bin.57,48_bin.65,76.2839,255,1257
37_bin.57,49_bin.10,99.6161,1143,1257
37_bin.57,49_bin.68,75.324,60,1257
37_bin.57,49_bin.94,76.2793,195,1257
37_bin.57,50_bin.1,75.8864,92,1257
38_bin.9,11_bin.53,77.8362,219,1288
38_bin.9,21_bin.10,82.5065,304,1288
38_bin.9,21_bin.47,99.7389,1127,1288
38_bin.9,22_bin.14,99.6689,1156,1288
38_bin.9,22_bin.5,76.9856,172,1288
38_bin.9,23_bin.50,99.609,1142,1288
38_bin.9,24_bin.42,78.98,436,1288
38_bin.9,24_bin.63,99.6461,1148,1288
38_bin.9,24_bin.64,77.8607,259,1288
38_bin.9,25_bin.7,75.4212,101,1288
38_bin.9,26_bin.35,75.3365,62,1288
38_bin.9,26_bin.9,99.7426,1191,1288
38_bin.9,27_bin.15,99.7845,1219,1288
38_bin.9,28_bin.46,76.5046,245,1288
38_bin.9,28_bin.47,99.76,1188,1288
38_bin.9,29_bin.10,75.3776,59,1288
38_bin.9,29_bin.22,80.1889,614,1288
38_bin.9,29_bin.35,99.7386,1191,1288
38_bin.9,29_bin.53,76.8827,249,1288
38_bin.9,31_bin.18,76.372,252,1288
38_bin.9,31_bin.4,99.7725,1195,1288
38_bin.9,32_bin.53,99.7013,1156,1288
38_bin.9,34_bin.29,99.7313,1185,1288
38_bin.9,34_bin.2,77.1491,267,1288
38_bin.9,34_bin.7,75.2944,64,1288
38_bin.9,36_bin.22,76.1291,192,1288
38_bin.9,36_bin.32,75.1619,62,1288
38_bin.9,36_bin.39,99.716,1175,1288
38_bin.9,37_bin.57,99.7562,1168,1288
38_bin.9,38_bin.9,100,1275,1288
38_bin.9,39_bin.35,99.7059,1170,1288
38_bin.9,39_bin.46,76.4227,241,1288
38_bin.9,40_bin.5,75.273,92,1288
38_bin.9,41_bin.32,99.7591,1192,1288
38_bin.9,41_bin.35,76.6194,241,1288
38_bin.9,41_bin.37,75.2885,66,1288
