Kegg_Module,Fullname,path,Level1,Level2,module_type
M00546,"M00546 Purine degradation, xanthine => urea [PATH:map00230map01100]",map00230map01100,Purine metabolism,Amino acid metabolism,pathway
M00546,"M00546 Purine degradation, xanthine => urea [PATH:map00230map01100]",map00230map01100,Purine metabolism,Glycan metabolism,pathway
M00546,"M00546 Purine degradation, xanthine => urea [PATH:map00230map01100]",map00230map01100,Purine metabolism,Metabolism of cofactors and vitamins,pathway
M00546,"M00546 Purine degradation, xanthine => urea [PATH:map00230map01100]",map00230map01100,Purine metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00546,"M00546 Purine degradation, xanthine => urea [PATH:map00230map01100]",map00230map01100,Purine metabolism,Biosynthesis of other secondary metabolites,pathway
M00546,"M00546 Purine degradation, xanthine => urea [PATH:map00230map01100]",map00230map01100,Purine metabolism,Xenobiotics biodegradation,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Carbohydrate metabolism,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Energy metabolism,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Lipid metabolism,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Nucleotide metabolism,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Amino acid metabolism,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Glycan metabolism,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Metabolism of cofactors and vitamins,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Biosynthesis of terpenoids and polyketides,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Biosynthesis of other secondary metabolites,pathway
M00547,"M00547 Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361map00362map00623map01220map01100map01120]",map00361map00362map00623map01220map01100map01120,Aromatics degradation,Xenobiotics biodegradation,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Carbohydrate metabolism,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Energy metabolism,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Lipid metabolism,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Nucleotide metabolism,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Amino acid metabolism,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Glycan metabolism,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Metabolism of cofactors and vitamins,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Biosynthesis of terpenoids and polyketides,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Biosynthesis of other secondary metabolites,pathway
M00548,"M00548 Benzene degradation, benzene => catechol [PATH:map00361map00362map01220map01100map01120]",map00361map00362map01220map01100map01120,Aromatics degradation,Xenobiotics biodegradation,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00549,"M00549 Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520map01250map01100]",map00520map01250map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Energy metabolism,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Lipid metabolism,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Glycan metabolism,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00550,"M00550 Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053map01100map01120]",map00053map01100map01120,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Carbohydrate metabolism,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Energy metabolism,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Lipid metabolism,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Nucleotide metabolism,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Amino acid metabolism,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Glycan metabolism,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Metabolism of cofactors and vitamins,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Biosynthesis of terpenoids and polyketides,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Biosynthesis of other secondary metabolites,pathway
M00551,"M00551 Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Xenobiotics biodegradation,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00552,"M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052map01100]",map00052map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00554,"M00554 Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520map00052map01250map01100]",map00520map00052map01250map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Carbohydrate metabolism,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Energy metabolism,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Lipid metabolism,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Nucleotide metabolism,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Amino acid metabolism,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Glycan metabolism,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Metabolism of cofactors and vitamins,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Biosynthesis of other secondary metabolites,pathway
M00555,"M00555 Betaine biosynthesis, choline => betaine [PATH:map00260map01100]",map00260map01100,Serine and threonine metabolism,Xenobiotics biodegradation,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Carbohydrate metabolism,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Energy metabolism,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Lipid metabolism,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Nucleotide metabolism,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Amino acid metabolism,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Glycan metabolism,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Metabolism of cofactors and vitamins,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Biosynthesis of other secondary metabolites,pathway
M00563,"M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Xenobiotics biodegradation,pathway
M00564,"M00564 Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",map05120,Pathogenicity,Gene set,signature
M00564,"M00564 Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",map05120,Pathogenicity,Module set,signature
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Energy metabolism,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Lipid metabolism,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Glycan metabolism,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00565,"M00565 Trehalose biosynthesis, D-glucose 1P => trehalose [PATH:map00500map01100map01110]",map00500map01100map01110,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Carbohydrate metabolism,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Energy metabolism,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Lipid metabolism,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Nucleotide metabolism,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Amino acid metabolism,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Glycan metabolism,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Metabolism of cofactors and vitamins,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Biosynthesis of other secondary metabolites,pathway
M00567,"M00567 Methanogenesis, CO2=> methane [PATH:map00680map01200map01100map01120]",map00680map01200map01100map01120,Methane metabolism,Xenobiotics biodegradation,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Carbohydrate metabolism,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Energy metabolism,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Lipid metabolism,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Nucleotide metabolism,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Amino acid metabolism,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Glycan metabolism,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Metabolism of cofactors and vitamins,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Biosynthesis of terpenoids and polyketides,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Biosynthesis of other secondary metabolites,pathway
M00568,"M00568 Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362map01220map01100map01120]",map00362map01220map01100map01120,Aromatics degradation,Xenobiotics biodegradation,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Carbohydrate metabolism,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Energy metabolism,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Lipid metabolism,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Nucleotide metabolism,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Amino acid metabolism,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Glycan metabolism,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Metabolism of cofactors and vitamins,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Biosynthesis of terpenoids and polyketides,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Biosynthesis of other secondary metabolites,pathway
M00569,"M00569 Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362map00622map01220map01100map01120]",map00362map00622map01220map01100map01120,Aromatics degradation,Xenobiotics biodegradation,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Carbohydrate metabolism,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Energy metabolism,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Lipid metabolism,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Nucleotide metabolism,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Amino acid metabolism,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Glycan metabolism,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Metabolism of cofactors and vitamins,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
M00570,"M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290map01230map01100]",map00290map01230map01100,Branched-chain amino acid metabolism,Xenobiotics biodegradation,pathway
M00572,"M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
